train/aeloss_step,train/total_loss_step,train/quant_loss_step,train/nll_loss_step,train/rec_loss_step,train/p_loss_step,train/d_weight_step,train/disc_factor_step,train/g_loss_step,train/disc_loss_step,train/logits_real_step,train/logits_fake_step,epoch,created_at
0.35245203971862793,0.35245203971862793,0.06228421628475189,0.29016780853271484,0.29016780853271484,-0.005825243890285492,0.800000011920929,0.0,0.8791509866714478,0.0,-1.0142344236373901,-0.8650696873664856,0,2024-05-15 07:51:21.281031
0.3991824686527252,0.3991824686527252,0.1731981486082077,0.22598432004451752,0.22598432004451752,-0.003919919487088919,0.800000011920929,0.0,1.0479739904403687,0.0,-1.0866546630859375,-1.030810832977295,0,2024-05-15 07:51:45.072543
0.5422196984291077,0.5422196984291077,0.37973976135253906,0.1624799221754074,0.1624799221754074,-0.004489615093916655,0.800000011920929,0.0,1.0069366693496704,0.0,-1.0662587881088257,-1.0591809749603271,0,2024-05-15 07:52:08.665938
0.6288567781448364,0.6288567781448364,0.44302746653556824,0.1858292818069458,0.1858292818069458,-0.006537781562656164,0.800000011920929,0.0,0.7353183031082153,0.0,-0.9883735775947571,-0.8326829075813293,0,2024-05-15 07:52:27.324568
0.9036519527435303,0.9036519527435303,0.6818726062774658,0.22177936136722565,0.22177936136722565,-0.003795452881604433,0.800000011920929,0.0,0.8663893342018127,0.0,-1.0284099578857422,-0.9044703841209412,0,2024-05-15 07:52:45.912334
0.7994543313980103,0.7994543313980103,0.6137778759002686,0.1856764256954193,0.1856764256954193,-0.0016789701767265797,0.800000011920929,0.0,1.0648083686828613,0.0,-1.139980673789978,-1.1362329721450806,0,2024-05-15 07:53:09.576787
0.8022224307060242,0.8022224307060242,0.6347622871398926,0.16746015846729279,0.16746015846729279,-0.0011128494516015053,0.800000011920929,0.0,1.1339772939682007,0.0,-1.0998668670654297,-1.070696473121643,0,2024-05-15 07:53:28.145221
0.99360191822052,0.99360191822052,0.7807281017303467,0.21287380158901215,0.21287380158901215,-0.0038751265965402126,0.800000011920929,0.0,1.0185290575027466,0.0,-1.0182167291641235,-1.0161806344985962,0,2024-05-15 07:53:46.769984
1.282570719718933,1.282570719718933,1.0488094091415405,0.2337612807750702,0.2337612807750702,-0.005389809608459473,0.800000011920929,0.0,0.9544051885604858,0.0,-1.0032485723495483,-0.9209054708480835,0,2024-05-15 07:54:05.382492
1.2468916177749634,1.2468916177749634,1.0781466960906982,0.16874490678310394,0.16874490678310394,-0.0035015426110476255,0.800000011920929,0.0,1.0156587362289429,0.0,-1.1380136013031006,-1.0504595041275024,0,2024-05-15 07:54:23.941541
1.4312745332717896,1.4312745332717896,1.255472183227539,0.17580239474773407,0.17580239474773407,-0.0019298885017633438,0.800000011920929,0.0,0.9094232320785522,0.0,-1.0077426433563232,-0.944943368434906,0,2024-05-15 07:54:47.819266
1.1121268272399902,1.1121268272399902,0.916751503944397,0.1953752636909485,0.1953752636909485,-0.0017174107488244772,0.800000011920929,0.0,1.124172568321228,0.0,-1.1610918045043945,-1.0582798719406128,0,2024-05-15 07:55:06.345983
1.9496784210205078,1.9496784210205078,1.770253300666809,0.1794251650571823,0.1794251650571823,-0.0017514615319669247,0.800000011920929,0.0,1.0486056804656982,0.0,-1.1169260740280151,-1.1054811477661133,0,2024-05-15 07:55:24.959855
2.3478763103485107,2.3478763103485107,2.1814091205596924,0.1664671152830124,0.1664671152830124,-0.005655999295413494,0.800000011920929,0.0,0.8781945705413818,0.0,-1.0383163690567017,-0.8535424470901489,0,2024-05-15 07:55:43.681685
1.7159523963928223,1.7159523963928223,1.5107167959213257,0.20523566007614136,0.20523566007614136,-0.003310132771730423,0.800000011920929,0.0,0.9150674343109131,0.0,-1.0804986953735352,-0.8789268136024475,0,2024-05-15 07:56:02.326487
2.2737467288970947,2.2737467288970947,2.131430149078369,0.14231668412685394,0.14231668412685394,-0.0031287353485822678,0.800000011920929,0.0,1.1498388051986694,0.0,-1.1515194177627563,-1.0962530374526978,0,2024-05-15 07:56:26.173859
2.214517593383789,2.214517593383789,1.977076768875122,0.23744076490402222,0.23744076490402222,-0.004479141440242529,0.800000011920929,0.0,0.9645019173622131,0.0,-1.0453957319259644,-0.9224352836608887,0,2024-05-15 07:56:44.835617
2.1396491527557373,2.1396491527557373,1.9511821269989014,0.18846702575683594,0.18846702575683594,-0.0020374679006636143,0.800000011920929,0.0,1.0079387426376343,0.0,-1.1125906705856323,-0.9606522917747498,0,2024-05-15 07:57:03.428547
1.6041086912155151,1.6041086912155151,1.4251619577407837,0.17894668877124786,0.17894668877124786,-0.0014322558417916298,0.800000011920929,0.0,0.9761838912963867,0.0,-1.0835213661193848,-0.9571089148521423,0,2024-05-15 07:57:22.029803
3.5613999366760254,3.5613999366760254,3.3833658695220947,0.17803417146205902,0.17803417146205902,-0.0037627555429935455,0.800000011920929,0.0,0.8732423186302185,0.0,-1.0111974477767944,-0.8909102082252502,0,2024-05-15 07:57:40.574137
2.5264980792999268,2.5264980792999268,2.3423585891723633,0.18413949012756348,0.18413949012756348,-0.002536834217607975,0.800000011920929,0.0,1.072318434715271,0.0,-1.0931836366653442,-1.0802454948425293,0,2024-05-15 07:57:59.141208
2.320855140686035,2.320855140686035,2.1045665740966797,0.2162885069847107,0.2162885069847107,-0.006012711673974991,0.800000011920929,0.0,0.8975646495819092,0.0,-1.0065550804138184,-0.9320151805877686,0,2024-05-15 07:58:17.797432
3.88751220703125,3.88751220703125,3.7314233779907227,0.15608888864517212,0.15608888864517212,-0.0027088220231235027,0.800000011920929,0.0,1.0483925342559814,0.0,-1.1047568321228027,-1.0239508152008057,0,2024-05-15 07:58:36.481925
2.821991205215454,2.821991205215454,2.658189535140991,0.16380168497562408,0.16380168497562408,-0.0021495562978088856,0.800000011920929,0.0,1.061598777770996,0.0,-1.088269591331482,-1.1675065755844116,0,2024-05-15 07:58:55.203306
